Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38,Yes,Travel_Rarely,903.0,Research & Development,,3,Medical,1573,3,Male,81,3,2,Manufacturing Director,2,Married,4,11,3,1,7,2,,5,2,1,4
32,No,Non-Travel,1200.0,Research & Development,1.0,4,Technical Degree,1574,4,Male,62,3,2,Research Scientist,1,Married,4,14,3,2,9,3,2.0,6,5,1,2
48,No,Travel_Rarely,1108.0,Research & Development,15.0,4,Other,1576,3,Female,65,3,1,Research Scientist,1,Married,8,12,3,4,10,3,2.0,8,2,7,6
34,No,Travel_Rarely,479.0,Research & Development,7.0,4,Medical,1577,1,Male,35,3,1,Research Scientist,4,Single,1,13,3,3,1,4,1.0,1,0,0,0
55,No,Travel_Rarely,685.0,Sales,26.0,5,Marketing,1578,3,Male,60,2,5,Manager,4,Married,1,21,4,3,36,3,3.0,36,6,2,13
34,No,Travel_Rarely,1351.0,Research & Development,1.0,4,Life Sciences,1580,2,Male,45,3,2,Research Scientist,4,Married,9,17,3,2,9,3,2.0,2,2,2,1
26,No,Travel_Rarely,474.0,Research & Development,,3,Life Sciences,1581,1,Female,89,3,1,Research Scientist,4,Married,1,21,4,1,1,5,3.0,1,0,0,0
38,No,Travel_Rarely,1245.0,Sales,14.0,3,Life Sciences,1582,3,Male,80,3,2,Sales Executive,2,Married,0,11,3,4,10,3,3.0,9,8,7,7
38,No,Travel_Rarely,437.0,Sales,16.0,3,Life Sciences,1583,2,Female,90,3,2,Sales Executive,2,Single,2,12,3,2,8,5,4.0,3,2,1,2
36,No,Travel_Rarely,884.0,Sales,1.0,4,Life Sciences,1585,2,Female,73,3,2,Sales Executive,3,Single,6,13,3,1,15,5,,1,0,0,0
29,No,Travel_Rarely,1370.0,Research & Development,,1,Medical,1586,2,Male,87,3,1,Laboratory Technician,1,Single,1,18,3,4,10,3,3.0,10,9,1,5
35,No,Travel_Rarely,670.0,Research & Development,10.0,4,Medical,1587,1,Female,51,3,2,Healthcare Representative,3,Single,3,16,3,3,10,4,3.0,5,2,0,4
39,No,Travel_Rarely,1462.0,Sales,,3,Medical,1588,4,Male,38,4,3,Sales Executive,3,Married,2,11,3,1,11,3,3.0,7,6,7,6
29,No,Travel_Frequently,,Research & Development,,1,Life Sciences,1590,1,Male,87,3,2,Healthcare Representative,4,Divorced,1,19,3,4,6,0,4.0,6,4,1,3
50,No,Travel_Rarely,264.0,Sales,9.0,3,Marketing,1591,3,Male,59,3,5,Manager,3,Married,4,16,3,3,27,2,3.0,1,0,0,0
23,No,Travel_Rarely,977.0,Research & Development,10.0,3,Technical Degree,1592,4,Male,45,4,1,Research Scientist,3,Married,2,16,3,4,4,2,,2,2,2,2
36,No,Travel_Frequently,1302.0,Research & Development,6.0,4,Life Sciences,1594,1,Male,80,4,2,Laboratory Technician,1,Married,3,13,3,4,9,3,3.0,3,2,0,2
42,No,Travel_Rarely,1059.0,Research & Development,9.0,2,Other,1595,4,Male,93,2,5,Manager,4,Single,8,22,4,4,24,2,3.0,1,0,0,1
35,No,Travel_Rarely,750.0,Research & Development,28.0,3,Life Sciences,1596,2,Male,46,4,2,Laboratory Technician,3,Married,1,17,3,4,10,3,,10,9,6,8
34,No,Travel_Frequently,653.0,Research & Development,10.0,4,Technical Degree,1597,4,Male,92,2,2,Healthcare Representative,3,Married,1,14,3,2,8,3,,8,2,7,7
40,No,Travel_Rarely,118.0,Sales,,2,Life Sciences,1598,4,Female,84,3,2,Sales Executive,1,Married,1,15,3,3,5,2,3.0,5,4,1,2
43,No,Travel_Rarely,990.0,Research & Development,27.0,3,Technical Degree,1599,4,Male,87,4,1,Laboratory Technician,2,Divorced,5,12,3,3,8,0,3.0,6,4,0,2
35,No,Travel_Rarely,1349.0,Research & Development,,2,Life Sciences,1601,3,Male,63,2,1,Laboratory Technician,4,Married,1,18,3,4,1,5,2.0,1,0,0,1
46,No,Travel_Rarely,563.0,Sales,1.0,4,Life Sciences,1602,4,Male,56,4,4,Manager,1,Single,1,15,3,2,27,5,1.0,26,0,0,12
28,Yes,Travel_Rarely,329.0,Research & Development,,3,Medical,1604,3,Male,51,3,1,Laboratory Technician,2,Married,1,17,3,3,1,3,3.0,1,1,0,0
22,No,Non-Travel,457.0,Research & Development,26.0,2,Other,1605,2,Female,85,2,1,Research Scientist,3,Married,1,14,3,2,4,2,2.0,4,2,1,3
50,No,Travel_Frequently,,Research & Development,20.0,5,Medical,1606,2,Male,41,3,4,Healthcare Representative,3,Married,2,15,3,3,32,3,3.0,30,8,12,13
32,No,Travel_Rarely,634.0,Research & Development,5.0,4,Other,1607,2,Female,35,4,1,Research Scientist,4,Married,3,17,3,4,6,3,3.0,3,2,0,2
44,No,Travel_Rarely,1313.0,Research & Development,7.0,3,Medical,1608,2,Female,31,3,5,Research Director,4,Divorced,0,14,3,4,23,4,2.0,22,7,1,10
30,No,Travel_Rarely,241.0,Research & Development,7.0,3,Medical,1609,2,Male,48,2,1,Research Scientist,2,Married,1,12,3,2,6,3,2.0,6,4,1,1
45,No,Travel_Rarely,1015.0,Research & Development,5.0,5,Medical,1611,3,Female,50,1,2,Laboratory Technician,1,Single,1,14,3,1,10,3,3.0,10,7,1,4
45,No,Non-Travel,336.0,Sales,26.0,3,Marketing,1612,1,Male,52,2,2,Sales Executive,1,Married,1,15,3,1,10,2,3.0,10,7,4,5
31,No,Travel_Frequently,715.0,Sales,2.0,4,Other,1613,4,Male,54,3,2,Sales Executive,1,Single,7,13,3,4,10,3,3.0,5,2,0,3
36,No,Travel_Rarely,559.0,Research & Development,,4,Life Sciences,1614,3,Female,76,3,2,Manufacturing Director,3,Married,9,12,3,2,7,2,,3,2,1,1
34,No,Travel_Frequently,426.0,Research & Development,10.0,4,Life Sciences,1615,3,Male,42,4,2,Manufacturing Director,4,Divorced,1,13,3,1,9,3,3.0,9,7,7,2
49,No,Travel_Rarely,722.0,Research & Development,25.0,4,Life Sciences,1617,3,Female,84,3,1,Laboratory Technician,1,Married,1,14,3,4,10,3,2.0,9,6,1,4
39,No,Travel_Rarely,1387.0,Research & Development,10.0,5,Medical,1618,2,Male,76,3,2,Manufacturing Director,1,Married,2,13,3,4,10,3,3.0,7,7,7,7
27,No,Travel_Rarely,1302.0,Research & Development,19.0,3,Other,1619,4,Male,67,2,1,Laboratory Technician,1,Divorced,1,11,3,1,7,3,3.0,7,7,0,7
35,No,Travel_Rarely,819.0,Research & Development,18.0,5,Life Sciences,1621,2,Male,48,4,2,Research Scientist,1,Married,1,11,3,4,16,2,3.0,16,15,1,10
28,No,Travel_Rarely,580.0,Research & Development,27.0,3,Medical,1622,2,Female,39,1,2,Manufacturing Director,1,Divorced,0,21,4,2,6,5,2.0,5,3,0,0
21,No,Travel_Rarely,546.0,Research & Development,,1,Medical,1623,3,Male,97,3,1,Research Scientist,4,Single,1,18,3,3,3,2,3.0,2,2,2,2
18,Yes,Travel_Frequently,544.0,Sales,3.0,2,Medical,1624,2,Female,70,3,1,Sales Representative,4,Single,1,12,3,3,0,2,4.0,0,0,0,0
47,No,Travel_Rarely,1176.0,Human Resources,26.0,4,Life Sciences,1625,4,Female,98,3,5,Manager,3,Married,3,11,3,3,27,2,,5,2,1,0
39,No,Travel_Rarely,170.0,Research & Development,3.0,2,Medical,1627,3,Male,76,2,2,Laboratory Technician,3,Divorced,0,15,3,4,11,3,3.0,10,8,0,7
40,No,Travel_Rarely,884.0,Research & Development,15.0,3,Life Sciences,1628,1,Female,80,2,3,Manufacturing Director,3,Married,1,13,3,4,18,2,3.0,18,15,14,12
35,No,Non-Travel,208.0,Research & Development,8.0,4,Life Sciences,1630,3,Female,52,3,2,Healthcare Representative,3,Married,1,12,3,4,15,5,3.0,14,11,2,9
37,No,Travel_Rarely,671.0,Research & Development,19.0,3,Life Sciences,1631,3,Male,85,3,2,Manufacturing Director,3,Married,3,17,3,1,9,2,,4,3,0,2
39,No,Travel_Frequently,711.0,Research & Development,4.0,3,Medical,1633,1,Female,81,3,2,Manufacturing Director,3,Single,0,13,3,4,10,2,1.0,9,2,3,8
45,No,Travel_Rarely,1329.0,Research & Development,2.0,2,Other,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,1,19,3,1,10,3,3.0,10,7,3,9
38,No,Travel_Rarely,397.0,Research & Development,2.0,2,Medical,1638,4,Female,54,2,3,Manufacturing Director,3,Married,3,19,3,4,10,6,,5,4,0,2
35,Yes,Travel_Rarely,737.0,Sales,,3,Medical,1639,4,Male,55,2,3,Sales Executive,1,Married,9,17,3,3,15,3,3.0,13,12,6,0
37,No,Travel_Rarely,1470.0,Research & Development,10.0,3,Medical,1640,2,Female,71,3,1,Research Scientist,2,Married,1,11,3,1,8,2,1.0,8,4,7,7
40,No,Travel_Rarely,448.0,Research & Development,16.0,3,Life Sciences,1641,3,Female,84,3,3,Manufacturing Director,4,Single,6,15,3,4,18,2,2.0,4,2,3,3
44,No,Travel_Frequently,602.0,Human Resources,1.0,5,Human Resources,1642,1,Male,37,3,2,Human Resources,4,Married,4,11,3,3,14,3,3.0,10,7,0,2
48,No,Travel_Frequently,365.0,Research & Development,,5,Medical,1644,3,Male,89,2,4,Manager,4,Married,2,25,4,2,23,3,3.0,2,2,2,2
35,Yes,Travel_Rarely,763.0,Sales,15.0,2,Medical,1645,1,Male,59,1,2,Sales Executive,4,Divorced,6,14,3,4,7,2,2.0,2,2,2,2
24,No,Travel_Frequently,567.0,Research & Development,,1,Technical Degree,1646,1,Female,32,3,1,Research Scientist,4,Single,1,13,3,3,6,2,3.0,6,3,1,3
27,No,Travel_Rarely,486.0,Research & Development,8.0,3,Medical,1647,2,Female,86,4,1,Research Scientist,3,Married,7,17,3,1,5,0,3.0,3,2,0,2
27,No,Travel_Frequently,591.0,Research & Development,,3,Medical,1648,4,Male,87,3,1,Research Scientist,4,Single,2,13,3,3,6,0,2.0,4,2,1,2
40,Yes,Travel_Rarely,1329.0,Research & Development,7.0,3,Life Sciences,1649,1,Male,73,3,1,Laboratory Technician,1,Single,3,14,3,2,10,3,1.0,4,2,0,3
29,No,Travel_Rarely,469.0,Sales,10.0,3,Medical,1650,3,Male,42,2,2,Sales Executive,3,Single,9,11,3,3,8,2,,5,2,1,4
36,No,Travel_Rarely,711.0,Research & Development,5.0,4,Life Sciences,1651,2,Female,42,3,3,Healthcare Representative,1,Married,4,12,3,3,9,6,3.0,3,2,0,2
25,No,Travel_Frequently,772.0,Research & Development,2.0,1,Life Sciences,1653,4,Male,77,4,2,Manufacturing Director,3,Divorced,1,17,3,3,7,6,3.0,7,7,0,7
39,No,Travel_Rarely,492.0,Research & Development,12.0,3,Medical,1654,4,Male,66,3,2,Manufacturing Director,2,Married,4,21,4,3,7,3,3.0,5,4,1,0
49,No,Travel_Rarely,301.0,Research & Development,22.0,4,Other,1655,1,Female,72,3,4,Research Director,2,Married,3,16,3,2,27,2,3.0,4,2,1,2
50,No,Travel_Rarely,813.0,Research & Development,,5,Life Sciences,1656,4,Female,50,2,3,Research Director,1,Divorced,5,15,3,3,19,3,,14,11,1,11
20,No,Travel_Rarely,1141.0,Sales,,3,Medical,1657,3,Female,31,3,1,Sales Representative,3,Single,1,19,3,1,2,3,3.0,2,2,2,2
34,No,Travel_Rarely,1130.0,Research & Development,3.0,3,Life Sciences,1658,4,Female,66,3,2,Research Scientist,2,Divorced,1,12,3,3,11,2,3.0,11,8,7,9
36,No,Travel_Rarely,311.0,Research & Development,7.0,3,Life Sciences,1659,1,Male,77,3,1,Laboratory Technician,2,Single,2,11,3,3,15,4,3.0,4,3,1,3
49,No,Travel_Rarely,465.0,Research & Development,,1,Life Sciences,1661,3,Female,41,2,4,Healthcare Representative,3,Married,2,19,3,2,30,3,3.0,15,11,2,12
36,No,Non-Travel,894.0,Research & Development,1.0,4,Medical,1662,4,Female,33,2,2,Manufacturing Director,3,Married,0,15,3,3,4,6,3.0,3,2,1,2
36,No,Travel_Rarely,1040.0,Research & Development,3.0,2,Life Sciences,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,6,20,4,1,13,3,3.0,5,4,0,4
54,No,Travel_Rarely,584.0,Research & Development,22.0,5,Medical,1665,2,Female,91,3,4,Manager,3,Married,3,25,4,3,36,6,3.0,10,8,4,7
43,No,Travel_Rarely,1291.0,Research & Development,,2,Life Sciences,1666,3,Male,65,2,4,Research Director,3,Married,1,24,4,1,14,3,3.0,14,10,6,11
35,Yes,Travel_Frequently,880.0,Sales,12.0,4,Other,1667,4,Male,36,3,2,Sales Executive,4,Single,3,24,4,1,13,2,4.0,11,9,6,7
38,No,Travel_Frequently,1189.0,Research & Development,1.0,3,Life Sciences,1668,4,Male,90,3,2,Research Scientist,4,Married,7,15,3,4,19,4,4.0,13,11,2,9
29,No,Travel_Rarely,991.0,Sales,,3,Medical,1669,1,Male,43,2,2,Sales Executive,2,Divorced,1,13,3,2,10,3,2.0,10,0,0,9
33,No,Travel_Rarely,392.0,Sales,2.0,4,Medical,1670,4,Male,93,3,2,Sales Executive,4,Divorced,1,14,3,3,6,5,3.0,6,2,0,4
32,No,Travel_Rarely,977.0,Research & Development,,3,Medical,1671,4,Male,45,3,2,Research Scientist,2,Divorced,0,13,3,3,10,4,2.0,9,5,1,6
31,No,Travel_Rarely,1112.0,Sales,5.0,4,Life Sciences,1673,1,Female,67,3,2,Sales Executive,4,Married,1,11,3,1,10,2,3.0,10,0,0,2
49,No,Travel_Rarely,464.0,Research & Development,16.0,3,Medical,1674,4,Female,74,3,1,Laboratory Technician,1,Divorced,4,16,3,2,17,2,2.0,2,2,2,2
38,No,Travel_Frequently,148.0,Research & Development,2.0,3,Medical,1675,4,Female,42,2,1,Laboratory Technician,2,Single,1,22,4,2,4,3,3.0,4,3,3,3
47,No,Travel_Rarely,1225.0,Sales,2.0,4,Life Sciences,1676,2,Female,47,4,4,Manager,2,Divorced,6,14,3,3,29,2,3.0,3,2,1,2
49,No,Travel_Rarely,809.0,Research & Development,1.0,3,Life Sciences,1677,3,Male,36,3,4,Manager,3,Single,4,14,3,1,23,2,3.0,8,7,0,0
41,No,Travel_Rarely,1206.0,Sales,,2,Life Sciences,1678,4,Male,80,3,3,Sales Executive,3,Single,3,16,3,4,21,2,3.0,2,0,0,2
20,No,Travel_Rarely,727.0,Sales,9.0,1,Life Sciences,1680,4,Male,54,3,1,Sales Representative,1,Single,1,11,3,1,2,3,3.0,2,2,0,2
33,No,Non-Travel,530.0,Sales,16.0,3,Life Sciences,1681,3,Female,36,3,2,Sales Executive,4,Divorced,1,25,4,3,7,2,3.0,6,5,1,2
36,No,Travel_Rarely,,Research & Development,,4,Life Sciences,1682,1,Male,80,3,2,Healthcare Representative,3,Married,6,14,3,2,10,2,2.0,3,2,0,2
44,No,Travel_Rarely,528.0,Human Resources,,3,Life Sciences,1683,3,Female,44,3,1,Human Resources,4,Divorced,4,18,3,1,8,2,,2,2,2,2
23,Yes,Travel_Rarely,1320.0,Research & Development,8.0,1,Medical,1684,4,Male,93,2,1,Laboratory Technician,3,Single,1,11,3,1,5,2,3.0,5,4,1,2
38,No,Travel_Rarely,1495.0,Research & Development,,2,Medical,1687,4,Female,87,3,1,Laboratory Technician,3,Married,7,19,3,4,7,5,2.0,0,0,0,0
53,No,Travel_Rarely,1395.0,Research & Development,,4,Medical,1689,2,Male,48,4,3,Healthcare Representative,4,Married,3,15,3,3,11,2,3.0,4,3,1,2
48,Yes,Travel_Frequently,708.0,Sales,7.0,2,Medical,1691,4,Female,95,3,1,Sales Representative,3,Married,2,11,3,3,19,3,3.0,9,7,7,7
32,Yes,Travel_Rarely,1259.0,Research & Development,2.0,4,Life Sciences,1692,4,Male,95,3,1,Laboratory Technician,2,Single,1,12,3,1,1,2,3.0,1,0,0,0
26,No,Non-Travel,786.0,Research & Development,,3,Medical,1693,4,Male,76,3,1,Laboratory Technician,4,Single,1,20,4,3,7,5,3.0,7,7,5,7
55,No,Travel_Rarely,1441.0,Research & Development,22.0,3,Technical Degree,1694,1,Male,94,2,1,Research Scientist,2,Divorced,5,12,3,4,8,1,3.0,4,2,1,2
34,No,Travel_Rarely,1157.0,Research & Development,,2,Medical,1696,2,Male,57,2,2,Laboratory Technician,4,Married,1,14,3,3,15,3,4.0,15,10,4,13
60,No,Travel_Rarely,370.0,Research & Development,1.0,4,Medical,1697,3,Male,92,1,3,Healthcare Representative,4,Divorced,3,20,4,3,19,2,4.0,1,0,0,0
33,No,Travel_Rarely,267.0,Research & Development,21.0,3,Medical,1698,2,Male,79,4,1,Laboratory Technician,2,Married,1,18,3,4,14,6,3.0,14,11,2,13
37,No,Travel_Frequently,1278.0,Sales,,4,Medical,1700,3,Male,31,1,2,Sales Executive,4,Divorced,1,14,3,3,6,2,2.0,6,3,1,3
34,No,Travel_Rarely,678.0,Research & Development,,3,Life Sciences,1701,2,Female,35,2,1,Research Scientist,4,Married,1,12,3,2,10,3,3.0,10,9,8,7
23,Yes,Travel_Rarely,427.0,Sales,7.0,3,Life Sciences,1702,3,Male,99,3,1,Sales Representative,4,Divorced,1,21,4,2,3,2,3.0,3,2,0,2
44,No,Travel_Rarely,921.0,Research & Development,2.0,3,Life Sciences,1703,3,Female,96,4,3,Healthcare Representative,4,Married,1,19,3,2,9,2,3.0,8,7,6,7
35,No,Travel_Frequently,146.0,Research & Development,2.0,4,Medical,1704,1,Male,79,2,1,Research Scientist,4,Single,0,14,3,3,6,2,4.0,5,4,1,4
43,No,Travel_Rarely,1179.0,Sales,2.0,3,Medical,1706,4,Male,73,3,2,Sales Executive,4,Married,1,17,3,1,10,3,3.0,10,9,8,8
24,No,Travel_Rarely,581.0,Research & Development,9.0,3,Medical,1707,3,Male,62,4,1,Research Scientist,3,Married,1,16,3,4,5,1,3.0,5,3,0,4
41,No,Travel_Rarely,918.0,Sales,,3,Marketing,1708,4,Male,35,3,3,Sales Executive,3,Single,1,12,3,2,10,3,3.0,10,8,8,7
29,No,Travel_Rarely,1082.0,Research & Development,9.0,4,Medical,1709,4,Female,43,3,1,Laboratory Technician,3,Married,9,17,3,3,9,2,3.0,5,3,1,2
36,No,Travel_Rarely,530.0,Sales,2.0,4,Life Sciences,1710,3,Female,51,3,2,Sales Representative,4,Single,3,15,3,3,17,2,2.0,13,7,6,7
45,No,Non-Travel,1238.0,Research & Development,1.0,1,Life Sciences,1712,3,Male,74,2,3,Healthcare Representative,3,Married,3,23,4,4,25,3,2.0,23,15,14,4
24,Yes,Travel_Rarely,240.0,Human Resources,22.0,1,Human Resources,1714,4,Male,58,1,1,Human Resources,3,Married,1,11,3,3,1,2,3.0,1,0,0,0
47,Yes,Travel_Frequently,1093.0,Sales,9.0,3,Life Sciences,1716,3,Male,82,1,4,Sales Executive,3,Married,7,11,3,3,25,3,1.0,23,5,14,10
26,No,Travel_Rarely,390.0,Research & Development,17.0,4,Medical,1718,4,Male,62,1,1,Laboratory Technician,3,Married,1,15,3,3,3,3,,3,2,0,2
45,No,Travel_Rarely,1005.0,Research & Development,28.0,2,Technical Degree,1719,4,Female,48,2,4,Research Director,2,Single,1,11,3,3,21,2,3.0,21,6,8,6
32,No,Travel_Frequently,585.0,Research & Development,10.0,3,Life Sciences,1720,1,Male,56,3,1,Research Scientist,3,Married,6,13,3,1,10,3,2.0,5,2,1,3
31,No,Travel_Rarely,741.0,Research & Development,2.0,4,Life Sciences,1721,2,Male,69,3,1,Laboratory Technician,3,Married,1,14,3,4,6,2,4.0,5,2,0,3
41,No,Non-Travel,552.0,Human Resources,4.0,3,Human Resources,1722,3,Male,60,1,2,Human Resources,2,Married,6,19,3,2,10,4,3.0,3,2,1,2
40,No,Travel_Rarely,369.0,Research & Development,8.0,2,Life Sciences,1724,2,Female,92,3,2,Manufacturing Director,1,Married,2,16,3,2,18,3,3.0,1,0,0,0
24,No,Travel_Rarely,506.0,Research & Development,29.0,1,Medical,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,1,13,3,2,6,2,4.0,6,2,1,2
46,No,Travel_Rarely,717.0,Research & Development,13.0,4,Life Sciences,1727,3,Male,34,3,2,Healthcare Representative,2,Single,6,14,3,4,19,3,3.0,10,7,0,9
35,No,Travel_Rarely,1370.0,Research & Development,27.0,4,Life Sciences,1728,4,Male,49,3,2,Manufacturing Director,3,Married,2,16,3,2,17,3,3.0,7,7,0,7
30,No,Travel_Rarely,793.0,Research & Development,16.0,1,Life Sciences,1729,2,Male,33,3,1,Research Scientist,4,Married,1,12,3,2,10,2,2.0,10,0,0,8
47,No,Non-Travel,543.0,Sales,2.0,4,Marketing,1731,3,Male,87,3,2,Sales Executive,2,Married,7,11,3,4,4,3,1.0,1,0,0,0
46,No,Travel_Rarely,1277.0,Sales,,3,Life Sciences,1732,3,Male,74,3,3,Sales Executive,4,Divorced,4,12,3,2,13,5,2.0,10,6,0,3
36,Yes,Travel_Rarely,1456.0,Sales,,5,Marketing,1733,2,Male,96,2,2,Sales Executive,1,Divorced,5,13,3,2,16,3,3.0,2,2,2,2
32,Yes,Travel_Rarely,964.0,Sales,,2,Life Sciences,1734,1,Male,34,1,2,Sales Executive,2,Single,6,15,3,2,10,2,3.0,0,0,0,0
23,No,Travel_Rarely,160.0,Research & Development,4.0,1,Medical,1735,3,Female,51,3,1,Laboratory Technician,2,Single,1,13,3,3,3,3,1.0,3,2,1,2
31,No,Travel_Frequently,163.0,Research & Development,,1,Technical Degree,1736,4,Female,30,3,2,Manufacturing Director,4,Single,2,20,4,4,9,3,2.0,5,4,1,4
39,No,Non-Travel,792.0,Research & Development,,3,Life Sciences,1737,4,Male,77,3,2,Laboratory Technician,4,Married,1,15,3,4,9,2,3.0,9,8,5,8
32,No,Travel_Rarely,371.0,Sales,19.0,3,Life Sciences,1739,4,Male,80,1,3,Sales Executive,3,Married,3,13,3,3,10,2,1.0,4,3,0,2
40,No,Travel_Rarely,611.0,Sales,7.0,4,Medical,1740,2,Male,88,3,5,Manager,2,Single,1,14,3,2,21,3,2.0,21,8,12,8
45,No,Travel_Rarely,176.0,Human Resources,4.0,3,Life Sciences,1744,3,Female,56,1,3,Human Resources,3,Married,4,21,4,3,9,2,4.0,5,0,0,3
30,No,Travel_Frequently,1312.0,Research & Development,2.0,4,Technical Degree,1745,4,Female,78,2,1,Research Scientist,1,Single,0,16,3,4,10,2,,9,7,0,7
24,No,Travel_Frequently,897.0,Human Resources,10.0,3,Medical,1746,1,Male,59,3,1,Human Resources,4,Married,0,14,3,4,3,2,3.0,2,2,2,1
30,Yes,Travel_Frequently,600.0,Human Resources,8.0,3,Human Resources,1747,3,Female,66,2,1,Human Resources,4,Divorced,6,11,3,3,6,0,2.0,4,2,1,2
31,No,Travel_Rarely,1003.0,Sales,5.0,3,Technical Degree,1749,1,Male,51,3,2,Sales Executive,3,Married,1,19,3,3,6,3,3.0,5,2,0,2
27,No,Travel_Rarely,1054.0,Research & Development,8.0,3,Medical,1751,3,Female,67,3,1,Research Scientist,4,Single,1,11,3,3,6,5,2.0,6,2,1,4
29,Yes,Travel_Rarely,428.0,Sales,,3,Marketing,1752,2,Female,52,1,1,Sales Representative,2,Single,1,13,3,3,2,3,3.0,2,2,2,2
29,No,Travel_Frequently,461.0,Research & Development,,3,Life Sciences,1753,4,Male,70,4,2,Healthcare Representative,3,Single,8,12,3,4,10,5,4.0,3,2,0,2
30,No,Travel_Rarely,979.0,Sales,,2,Marketing,1754,3,Male,94,2,3,Sales Executive,1,Divorced,2,11,3,1,12,2,3.0,7,7,1,7
34,No,Travel_Rarely,181.0,Research & Development,2.0,4,Medical,1755,4,Male,97,4,1,Research Scientist,4,Married,0,14,3,1,6,3,3.0,5,0,1,2
33,No,Non-Travel,1283.0,Sales,2.0,3,Marketing,1756,4,Female,62,3,2,Sales Executive,2,Single,8,15,3,4,13,2,2.0,11,7,1,7
49,No,Travel_Rarely,1313.0,Sales,,4,Marketing,1757,4,Female,80,3,2,Sales Executive,4,Single,3,12,3,3,8,1,4.0,5,1,0,4
33,Yes,Travel_Rarely,211.0,Sales,16.0,3,Life Sciences,1758,1,Female,74,3,3,Sales Executive,1,Single,2,20,4,3,11,2,2.0,0,0,0,0
38,No,Travel_Frequently,594.0,Research & Development,2.0,2,Medical,1760,3,Female,75,2,1,Laboratory Technician,2,Married,4,14,3,2,9,4,,6,1,0,5
31,Yes,Travel_Rarely,1079.0,Sales,,4,Marketing,1761,1,Male,70,3,3,Sales Executive,3,Married,2,13,3,1,10,2,3.0,1,0,0,0
29,No,Travel_Rarely,590.0,Research & Development,4.0,3,Technical Degree,1762,4,Female,91,2,1,Research Scientist,1,Divorced,1,13,3,3,1,2,,1,0,0,0
30,No,Travel_Rarely,305.0,Research & Development,16.0,3,Life Sciences,1763,3,Male,58,4,2,Healthcare Representative,3,Married,3,16,3,3,10,3,3.0,7,0,1,7
32,No,Non-Travel,953.0,Research & Development,,4,Technical Degree,1764,2,Male,65,3,1,Research Scientist,2,Single,2,14,3,2,12,3,,7,7,0,7
38,No,Travel_Rarely,833.0,Research & Development,18.0,3,Medical,1766,2,Male,60,1,2,Healthcare Representative,4,Married,3,16,3,3,15,2,3.0,1,0,1,0
43,Yes,Travel_Frequently,807.0,Research & Development,17.0,3,Technical Degree,1767,3,Male,38,2,1,Research Scientist,3,Married,9,16,3,4,6,4,3.0,1,0,0,0
42,No,Travel_Rarely,855.0,Research & Development,12.0,3,Medical,1768,2,Male,57,3,1,Laboratory Technician,2,Divorced,8,22,4,2,7,6,2.0,5,3,0,4
55,No,Travel_Rarely,478.0,Research & Development,2.0,3,Medical,1770,3,Male,60,2,5,Research Director,1,Married,8,12,3,2,34,2,3.0,1,0,0,0
33,No,Non-Travel,775.0,Research & Development,4.0,3,Technical Degree,1771,4,Male,90,3,2,Research Scientist,2,Divorced,5,15,3,4,11,2,2.0,9,8,1,7
41,No,Travel_Rarely,548.0,Research & Development,9.0,4,Life Sciences,1772,3,Male,94,3,1,Laboratory Technician,1,Divorced,1,20,4,2,5,2,3.0,5,3,0,4
34,No,Non-Travel,1375.0,Sales,,3,Life Sciences,1774,4,Male,87,3,2,Sales Executive,3,Divorced,1,14,3,3,15,3,3.0,15,14,0,7
53,No,Non-Travel,661.0,Research & Development,1.0,4,Medical,1775,1,Female,60,2,4,Manufacturing Director,3,Married,4,20,4,4,27,2,2.0,3,2,0,2
43,No,Travel_Rarely,244.0,Human Resources,2.0,3,Life Sciences,1778,2,Male,97,3,1,Human Resources,4,Single,0,13,3,2,10,5,,9,7,1,8
34,No,Travel_Rarely,511.0,Sales,3.0,2,Life Sciences,1779,4,Female,32,1,2,Sales Executive,4,Single,5,12,3,1,6,3,3.0,2,2,2,2
21,Yes,Travel_Rarely,337.0,Sales,7.0,1,Marketing,1780,2,Male,31,3,1,Sales Representative,2,Single,1,13,3,2,1,3,3.0,1,0,1,0
38,No,Travel_Rarely,1153.0,Research & Development,,2,Other,1782,4,Female,40,2,1,Laboratory Technician,3,Married,1,11,3,2,5,3,3.0,5,4,0,4
22,Yes,Travel_Rarely,1294.0,Research & Development,,1,Medical,1783,3,Female,79,3,1,Laboratory Technician,1,Married,1,17,3,3,1,6,3.0,1,0,0,0
31,No,Travel_Rarely,196.0,Sales,29.0,4,Marketing,1784,1,Female,91,2,2,Sales Executive,4,Married,1,14,3,1,13,3,3.0,12,7,5,7
