Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
M,1.4,1.1625,0.3625,25.16018125,9.48290775,6.23689,7.64019025,9
I,1.0625,0.8125,0.275,11.4815475,4.80524025,2.608154,3.01922175,8
F,1.7625,1.4,0.5125,67.5001595,28.10852925,14.18892475,17.690088,10
M,1.1,0.9125,0.3125,14.628342,6.10931725,3.231843,4.3941725,10
M,1.5625,1.2,0.4625,34.20367175,16.6411565,8.221355,8.107957,8
F,1.2875,1,0.425,22.566202,7.314171,4.97533725,7.93786,16
F,1.5,1.2625,0.475,32.0065855,12.43125575,7.257472,10.20582,13
I,0.4875,0.3375,0.1,0.92135875,0.38271825,0.1417475,0.26932025,4
M,1.4875,1.1375,0.3875,29.5118295,11.793392,5.96756975,10.3475675,14
F,1.5625,1.225,0.4375,34.9549335,15.77649675,7.0023265,10.3475675,11
M,1.475,1.1125,0.35,26.3933845,10.092422,6.633783,7.93786,12
M,1.4875,1.1875,0.4,37.35046625,11.566596,6.633783,16.44271,21
M,1.5,1.2,0.4375,34.8415355,11.69416875,7.75358825,11.7650425,13
M,1.425,1.1625,0.3125,24.0687255,10.73028575,5.00368675,6.80388,15
F,1.175,0.9,0.325,13.380964,5.159609,3.231843,4.252425,10
F,1.2875,1.075,0.35,23.643483,10.4042665,5.6699,6.520385,8
F,1.775,1.325,0.4875,53.14113775,19.15008725,11.52407175,19.43358225,12
M,1.2125,1.025,0.375,19.731252,6.81805475,4.60679375,7.5126175,13
M,0.9375,0.75,0.25,6.98815175,2.948348,1.34660125,2.3530085,11
M,1.5375,1.1875,0.3875,30.43318825,12.40290625,7.32834575,8.788345,11
I,1.0125,0.7875,0.2625,9.8372765,4.55009475,2.22543575,2.83495,9
F,1.8,1.4375,0.5375,59.53395,24.28134675,13.67863375,17.066399,12
F,1.525,1.2375,0.4125,30.71668325,12.82814875,7.7394135,8.9867915,9
I,1.4625,1.125,0.375,25.27357925,11.26892625,5.76912325,7.1724235,8
M,1.4375,1.0875,0.325,28.64716975,10.432616,6.293589,9.07184,10
I,1.1,0.875,0.275,10.78698475,4.46504625,2.53728025,3.2601925,6
I,0.5375,0.3875,0.15,1.48834875,0.5953395,0.46776675,0.4252425,5
M,1.475,1.15,0.35,28.462898,14.061352,6.13766675,7.37087,9
I,1.05,0.775,0.25,7.95203475,3.18931875,1.74349425,2.62232875,8
M,1.625,1.275,0.4375,37.32211675,17.98775775,7.38504475,10.319218,12
I,0.6875,0.5125,0.1625,2.8632995,1.1623295,0.5953395,0.963883,5
M,0.8,0.6125,0.1875,4.40834725,1.65844575,1.077281,1.3891255,11
I,1.4375,1.125,0.3375,23.37416275,9.56795625,5.99591925,6.7755305,11
I,0.9125,0.675,0.225,6.10931725,2.84912475,1.3891255,1.85689225,6
I,0.875,0.65,0.2375,5.9817445,2.438057,1.587572,1.927766,7
F,1.4375,1.125,0.425,29.69610125,10.70193625,4.83358975,10.9145575,18
I,1.275,0.9875,0.3875,15.29455525,6.98815175,3.07592075,4.7343665,8
I,1.2875,1.0375,0.3375,20.19901875,8.0796075,4.309124,6.9456275,10
M,1.225,0.8875,0.3875,27.8108595,13.1825175,5.71242425,7.10154975,8
I,1.3,0.95,0.2875,18.83824275,9.31281075,4.819415,4.03980375,7
F,1.2875,1.0625,0.3375,20.184844,7.55514175,4.55009475,7.087375,11
I,0.975,0.7375,0.2375,5.7549485,2.48058125,1.2757275,2.1262125,7
M,1.5625,1.2625,0.5375,40.97920225,14.061352,8.1363065,12.3320325,22
M,1.475,1.15,0.3625,26.3366855,10.77281,6.80388,7.2291225,10
M,1.4,1.125,0.35,25.51455,13.380964,5.159609,6.180191,7
F,1.3375,1.0625,0.3875,22.01338675,8.561549,4.43669675,7.087375,16
M,1.6,1.2875,0.2,29.540179,14.5999925,4.97533725,4.9611625,10
I,1.325,1.05,0.3,16.91047675,7.24329725,3.9972795,5.0178615,7
M,1.7125,1.2625,0.475,43.4597835,18.9091165,11.49572225,11.623295,10
F,1.2375,0.9375,0.375,16.9246515,7.41339425,3.8271825,5.046211,11
M,1.25,0.95,0.3875,16.88212725,6.05261825,4.5642695,5.6699,12
M,1.5875,1.3,0.4375,36.627554,17.0097,7.6260155,10.4042665,11
I,0.9375,0.725,0.2125,6.76135575,3.345241,1.2757275,1.97029025,7
I,1.2875,0.9875,0.3125,15.762322,7.64019025,2.721552,4.819415,8
I,1.0875,0.8125,0.25,9.695529,3.78465825,2.36718325,2.9766975,6
M,1.575,1.2125,0.4,35.2384285,17.6617385,7.7961125,8.50485,10
F,1.5875,1.25,0.475,36.570855,16.8112535,8.63242275,9.979024,8
I,0.7,0.525,0.1875,3.38776525,1.5025235,0.75126175,0.850485,6
M,1.425,1.125,0.3875,25.798045,9.241937,5.37223025,10.0640725,14
F,1.35,1.05,0.35,22.77882325,10.77281,5.11708475,5.953395,9
I,1.3,1,0.35,17.633389,7.881161,4.12485225,4.7910655,8
M,1.425,1.05,0.35,24.79163775,11.793392,4.6776675,7.087375,8
I,1.2875,1,0.3125,16.79707875,7.5126175,3.33106625,4.762716,9
M,1.425,1.2,0.45,26.63435525,11.3114505,5.6699,8.3631025,14
M,1.5,1.2375,0.4625,31.59551775,14.33067225,7.47009325,10.4042665,11
F,1.55,1.3,0.5625,33.55163325,10.716111,7.654365,11.1980525,23
I,1.4375,1.1875,0.425,27.4139665,10.70193625,8.051258,7.7961125,13
I,1.3625,1.05,0.4125,25.33027825,12.00601325,6.22271525,6.463686,8
I,0.75,0.5875,0.2,3.7137845,1.417475,0.75126175,1.2190285,4
M,1.5125,1.1375,0.4,31.28367325,11.9351395,8.54737425,9.2135875,9
F,1.4875,1.125,0.4125,30.6458095,13.891255,7.15824875,7.9095105,12
F,1.2625,1.0625,0.35,24.097075,7.7961125,4.60679375,8.0796075,19
I,0.925,0.675,0.2375,6.577084,3.75630875,1.1623295,1.74349425,6
F,1.4875,1.1375,0.35,25.911443,11.04213025,6.30776375,7.6827145,9
M,1.4625,1.0125,0.375,35.62114675,12.3320325,5.726599,9.2135875,15
I,0.7875,0.5875,0.175,4.2240755,1.644271,0.92135875,1.3324265,7
I,1.4125,1.05,0.3875,21.0636785,8.788345,5.273007,6.5487345,9
M,1.175,0.9,0.2625,15.422128,7.654365,3.95475525,3.6570855,7
M,1.5125,1.175,0.45,32.33260475,10.64523725,7.95203475,10.9145575,15
I,1.0125,0.775,0.275,25.798045,11.793392,5.88252125,2.82077525,8
M,1.5875,1.2875,0.4,34.23202125,15.26620575,7.994559,9.7805775,11
M,1.7375,1.2875,0.4375,42.99201675,16.386011,11.63746975,11.056305,15
I,0.9,0.6625,0.2125,5.37223025,2.05533875,1.45999925,1.5592225,6
F,1.5,1.125,0.35,24.6357155,9.70970375,5.5281525,8.2497045,11
M,0.7,0.5,0.2,2.59397925,0.9355335,0.60951425,0.850485,5
F,1.4125,1.125,0.4,22.5378525,10.21999475,4.40834725,6.520385,12
F,1.5875,1.2125,0.3875,30.4190135,13.2392165,5.59902625,9.922325,11
M,1.1875,0.925,0.3125,15.2236815,6.293589,3.44446425,4.252425,9
M,1.5625,1.2375,0.3875,29.0582375,13.04077,5.51397775,9.63883,9
I,1.2375,0.95,0.325,14.52911875,6.19436575,3.288542,4.53592,7
M,1.5,1.2375,0.4125,35.19590425,13.7495075,7.86698625,9.63883,15
I,1.125,0.8375,0.2625,12.6722265,6.61960825,4.3374735,3.3735905,7
I,1.2,0.8875,0.2875,16.40018575,7.087375,3.005047,5.216308,8
F,1.5125,1.2125,0.4125,30.43318825,12.3887315,5.8116475,9.355335,14
M,1.45,1.075,0.325,22.622901,10.3475675,4.9044635,6.47786075,10
I,0.9,0.675,0.2125,5.556502,2.56562975,0.963883,1.5025235,7
M,1.4625,1.1375,0.3625,27.0170735,11.18387775,7.61184075,7.314171,10
I,1.1625,0.8875,0.3,16.45688475,7.2291225,2.59397925,5.216308,8
M,1,0.8,0.2375,8.5898985,3.78465825,1.70097,2.83495,7
I,1.35,1.075,0.425,23.700182,10.56018875,5.14543425,6.80388,9
I,1.325,1.0375,0.3625,26.761928,10.90038275,5.2446575,7.5126175,21
F,1.8125,1.4,0.525,60.6962795,18.427175,11.283101,28.4912475,18
M,1.6625,1.2875,0.5,35.98969025,14.50076925,7.58349125,12.360382,12
I,1.175,0.8875,0.3,10.44679075,3.572037,2.36718325,3.86970675,6
F,1.025,0.8125,0.2625,10.30504325,4.5075705,2.1829115,3.40194,10
F,1.425,1.0625,0.325,22.169309,10.47514025,4.94698775,5.57067675,8
I,0.7875,0.575,0.2,3.89805625,1.54504775,0.8788345,1.26155275,5
F,1.675,1.3,0.375,39.859397,14.7133905,9.865626,10.489315,13
F,1.1625,0.875,0.2875,11.9351395,4.43669675,2.5798045,3.81300775,9
F,1.675,1.4625,0.4,37.1094955,15.43630275,8.34892775,11.7083435,10
I,1.375,1.0625,0.375,21.72989175,9.6104805,4.989512,5.953395,8
I,0.9125,0.7,0.225,5.556502,2.45223175,1.020582,1.71514475,7
M,1.15,0.8625,0.3,13.99047825,6.90310325,3.33106625,3.742134,8
M,1.725,1.35,0.4625,45.91201525,15.1102835,10.0073735,15.7339725,24
M,1.1875,0.8875,0.3,13.60776,6.633783,2.87747425,3.8271825,8
F,1.75,1.4,0.4375,47.07434475,24.39474475,9.28446125,11.283101,11
I,1.3125,1,0.3125,19.74542675,10.4609655,3.92640575,4.649318,9
F,1.1875,0.9375,0.3125,16.40018575,7.86698625,2.4097075,4.3941725,10
I,0.5125,0.35,0.125,1.304077,0.46776675,0.340194,0.38271825,6
I,1,0.775,0.25,8.674947,3.685435,1.70097,2.664853,6
M,1.525,1.1875,0.375,32.375129,17.57669,6.7188315,6.9456275,9
I,1.1,0.8,0.2625,10.98543125,4.97533725,2.097863,3.40194,9
F,1.7,1.375,0.4375,41.7588135,20.2131935,7.994559,12.17611025,11
I,1.0625,0.775,0.2375,9.93649975,4.66349275,2.0128145,2.83495,8
F,1.5125,1.1625,0.3875,31.18445,15.5071765,7.55514175,7.32834575,10
I,0.95,0.7125,0.225,6.53455975,2.84912475,1.1056305,2.19708625,7
I,1.1,0.85,0.25,11.5382465,5.9250455,2.08368825,2.9199985,7
M,1.5375,1.2125,0.5375,27.25804425,11.963489,4.989512,8.221355,11
F,1.1625,0.9375,0.3375,17.0097,6.30776375,3.6570855,6.520385,16
M,1.6375,1.2625,0.4125,36.003865,17.10892325,7.427569,9.4970825,10
I,1,0.7875,0.2125,7.58349125,3.288542,1.65844575,2.16873675,6
F,1.4125,1.225,0.3875,26.20911275,11.4815475,6.22271525,7.2291225,11
F,1.125,0.875,0.3125,12.57300325,5.2446575,2.551455,4.1106775,11
F,1.25,1,0.3125,16.34348675,6.78970525,3.572037,5.2446575,10
M,1.175,0.9625,0.3375,16.71203025,7.83863675,3.40194,4.819415,8
F,1.4375,1.1875,0.4,25.3728025,10.21999475,6.2652395,7.6827145,9
M,1.6875,1.3125,0.4,36.38658325,16.215914,7.81028725,10.04989775,13
I,1.3625,1.0125,0.325,18.653971,9.2702865,4.09650275,4.932813,8
I,1.15,0.875,0.3,13.84873075,5.4714535,2.9766975,4.3941725,11
F,1.825,1.3875,0.45,47.89648025,18.58309725,5.57067675,13.99047825,10
I,0.85,0.625,0.225,5.0745605,2.19708625,0.9355335,1.5592225,6
F,1.5625,1.2125,0.4,35.550273,16.7545545,7.3425205,9.87980075,9
F,1.75,1.3875,0.55,47.230267,18.3421265,12.14776075,12.8990225,11
F,1.2875,1.0875,0.425,17.8885345,7.83863675,3.1467945,6.123492,12
M,1.4375,1.125,0.4625,26.2232875,9.695529,5.5848515,9.922325,12
F,1.4125,1.125,0.3625,24.08290025,11.94931425,4.77689075,6.3786375,8
M,1.5625,1.25,0.45,38.85298975,18.2854275,8.5898985,10.50348975,12
M,1.7375,1.3125,0.4375,49.384829,19.731252,11.0279555,14.3164975,12
I,1.25,0.9375,0.35,15.57805025,7.030676,3.175144,4.49339575,7
F,1.6125,1.2625,0.4125,37.364641,15.592225,8.54737425,9.4970825,11
I,0.9125,0.6625,0.2125,6.0384435,2.67902775,1.3891255,1.70097,7
M,1.35,1.0875,0.45,28.236102,10.87203325,6.406987,9.2135875,17
I,0.4375,0.3125,0.1,0.793786,0.26932025,0.226796,0.2551455,4
F,0.9625,0.7875,0.275,8.107957,3.47281375,1.80019325,2.36718325,10
I,1.05,0.8125,0.3125,11.09882925,4.46504625,2.90582375,3.2601925,9
F,0.875,0.6875,0.1625,5.8116475,2.11203775,1.31825175,1.984465,10
M,1.8375,1.3875,0.55,66.1393835,35.13920525,10.33339275,17.56251525,12
I,1.025,0.75,0.25,7.994559,3.55786225,1.6159215,2.48058125,7
F,1.65,1.2875,0.45,43.1762885,15.30873,9.53960675,15.7339725,16
I,1.5,1.1875,0.375,31.75144,16.0174675,6.98815175,7.654365,10
M,1.3125,1.075,0.4125,24.50814275,10.659412,5.51397775,7.12989925,16
M,1.625,1.2875,0.3125,33.46658475,14.84096325,8.0229085,9.28446125,9
F,1.475,1.1875,0.4,31.22697425,13.53688625,7.24329725,8.3631025,13
I,1.2375,0.825,0.25,12.47378,5.0178615,2.6932025,4.252425,7
I,1.2625,0.95,0.3,16.839603,7.35669525,4.06815325,5.10291,7
I,1.25,0.975,0.325,14.38737125,5.99591925,2.948348,4.97533725,9
I,1.0625,0.8125,0.275,9.45455825,4.9044635,1.2757275,2.83495,7
M,1.3875,1.15,0.4,24.38057,9.48290775,5.48562825,7.7961125,10
I,1.025,0.75,0.225,8.618248,3.6570855,2.0128145,2.70737725,8
F,1.5125,1.125,0.4875,31.127751,13.6361095,8.20718025,8.9300925,13
I,1.025,0.825,0.2625,9.4970825,4.32329875,2.097863,3.118445,7
M,1.6125,1.25,0.4375,42.82191975,19.09338825,10.64523725,10.70193625,12
M,1.6625,1.2625,0.4,36.5425055,17.42076775,7.1724235,10.39009175,11
M,1.8,1.4125,0.5,50.6605565,20.354941,10.9145575,14.9968855,11
F,1.6625,1.3125,0.525,46.606578,23.189891,9.62465525,12.11941125,10
F,1.6625,1.2625,0.4125,38.2434755,16.96717575,9.00096625,10.20582,9
I,1.1625,0.8625,0.275,12.51630425,4.97533725,2.56562975,3.40194,7
M,1.3625,1.025,0.3625,24.7491135,8.60407325,5.556502,8.788345,18
I,0.9,0.675,0.2125,6.19436575,3.01922175,1.077281,1.757669,6
M,1.475,1.175,0.3625,26.18076325,12.88484775,4.9044635,7.200773,9
M,1.275,1.0375,0.35,23.20406575,8.57572375,6.10931725,6.6621325,16
M,1.5875,1.275,0.3875,27.952607,11.4815475,6.39281225,8.788345,10
M,1.8375,1.475,0.5125,59.1654065,25.7696955,13.437663,17.7184375,12
M,1.5625,1.175,0.375,31.864838,15.762322,6.56290925,8.1363065,9
F,1.5625,1.25,0.4,34.5013415,16.23008875,5.8683465,10.0640725,11
M,1.15,0.875,0.3,14.5999925,6.350288,3.061746,4.43669675,10
F,1.0625,0.8625,0.275,10.39009175,3.5436875,2.2963095,3.3168915,11
M,0.8125,0.6,0.1875,4.3941725,1.34660125,1.00640725,1.70097,9
F,1.175,0.9125,0.3,15.3937785,6.50621025,4.23825025,4.252425,9
F,1.55,1.0875,0.3875,28.689694,13.5227115,6.690482,7.7961125,8
M,1.275,0.95,0.3375,19.3060095,9.73805325,4.025629,4.819415,9
M,1.375,1.075,0.325,23.79940525,8.94426725,5.54232725,6.81805475,10
M,1.6,1.2375,0.425,32.2900805,15.29455525,7.994559,8.0796075,10
M,1.375,1.1,0.3875,25.95396725,10.33339275,5.5281525,7.087375,8
F,1.6125,1.225,0.4,33.06969175,13.99047825,8.94426725,8.4765005,9
I,0.9,0.7,0.2,4.97533725,2.2963095,1.43164975,1.984465,6
M,1.1375,0.875,0.2625,11.793392,4.60679375,2.7499015,4.1106775,11
F,1.5875,1.2875,0.475,38.88133925,14.35902175,8.6465975,12.757275,10
I,1.325,1.05,0.35,19.17843675,7.257472,5.25883225,5.896696,9
F,1.85,1.5,0.4875,55.961913,16.953001,11.58077075,20.128145,16
F,1.625,1.2875,0.5375,42.467551,15.989118,9.1568885,12.0485375,16
M,0.825,0.625,0.225,5.5848515,2.4097075,1.1623295,1.71514475,10
I,0.85,0.625,0.1875,5.06038575,1.88524175,1.28990225,1.2757275,5
I,1.275,0.9375,0.25,16.40018575,6.747181,3.47281375,4.9611625,7
I,1.0875,0.85,0.275,10.75863525,4.23825025,2.4097075,3.40194,8
I,1.25,0.95,0.275,14.004653,6.180191,2.551455,3.75630875,7
M,1.625,1.2875,0.45,41.4753185,18.653971,8.88756825,11.66581925,11
F,1.4625,1.1625,0.4125,26.52095725,11.43902325,6.44951125,7.3425205,9
M,1.675,1.3,0.475,46.45065575,23.00561925,10.4609655,11.0846545,9
F,1.5625,1.2375,0.4125,35.777069,14.3731965,9.015141,11.056305,10
I,0.95,0.6875,0.2375,3.89805625,2.438057,1.65844575,1.71514475,7
M,1.5375,1.2,0.45,32.87124525,13.73533275,6.13766675,9.2135875,13
M,0.725,0.575,0.1875,3.30271675,1.2190285,0.72291225,1.13398,7
I,1.2,0.925,0.3,15.195332,7.1157245,3.231843,4.252425,8
F,1.6,1.2875,0.4125,37.18036925,14.01882775,7.24329725,11.623295,10
I,1.125,0.875,0.275,14.571643,7.1724235,2.96252275,3.96893,8
M,1.1125,0.8875,0.275,12.51630425,5.11708475,2.93417325,4.26659975,10
F,1.3875,1.0125,0.3,25.8830935,12.99824575,5.556502,5.85417175,9
F,1.375,1.075,0.3875,22.2543575,8.1930055,6.4353365,6.6054335,11
F,1.5875,1.2125,0.4125,36.69842775,18.937466,7.38504475,7.69688925,9
M,1.725,1.3125,0.4375,48.20832475,23.40251225,10.262519,11.4815475,8
I,1.0375,0.775,0.275,8.40562675,3.4869885,1.6159215,2.82077525,10
I,1.1375,1.0875,0.275,12.09106175,5.5281525,2.551455,3.41611475,8
F,1.225,0.8875,0.4,24.93338525,9.87980075,6.0951425,8.00873375,8
M,1.625,1.3125,0.4625,38.14425225,16.612807,7.881161,10.95708175,9
M,1.3125,1.025,0.4125,22.69377475,7.47009325,5.62737575,7.087375,13
I,0.8,0.625,0.2,4.43669675,1.6159215,0.963883,1.70097,9
M,1.75,1.375,0.4875,46.05376275,19.1359125,9.8372765,15.1669825,13
M,1.55,1.25,0.4125,37.0527965,18.01610725,7.21494775,8.9300925,9
I,1.125,0.875,0.3375,14.004653,6.25106475,2.67902775,3.98310475,7
M,1.6375,1.3,0.425,32.44600275,15.025235,6.3219385,9.865626,9
M,1.6375,1.225,0.4375,38.51279575,18.12950525,8.334753,10.3475675,10
I,1.3625,1.075,0.375,21.035329,9.99319875,4.479221,5.896696,10
M,1.2625,1.0125,0.275,17.7184375,8.6465975,4.53592,4.9611625,9
I,0.9125,0.675,0.2125,5.556502,2.33883375,1.06310625,1.70097,7
I,0.475,0.325,0.1125,0.75126175,0.2551455,0.1417475,0.2551455,5
F,1.3625,1.0625,0.3125,21.772416,8.334753,4.23825025,7.37087,16
I,0.625,0.4375,0.15,1.80019325,0.77961125,0.226796,0.56699,4
F,1.4875,1.1625,0.35,31.5529935,14.67086625,6.917278,8.6465975,12
I,0.5,0.375,0.1,1.304077,0.5953395,0.1984465,0.18427175,4
I,1.1625,0.8625,0.2625,11.38232425,6.860579,0.97805775,3.0900955,6
I,1.025,0.7875,0.25,8.50485,3.515338,1.63009625,2.83495,8
F,1.1875,0.875,0.2875,13.8062065,5.499803,4.12485225,3.5436875,13
M,1.325,1.05,0.3375,19.1359125,8.334753,4.422522,5.17378375,10
M,1.4375,1.125,0.3375,26.12406425,10.035723,5.9250455,6.70465675,9
I,0.7125,0.525,0.175,3.0900955,1.247378,0.75126175,0.9355335,5
F,1.575,1.25,0.4625,39.2073585,15.30873,9.39785925,10.77281,10
F,1.225,0.9625,0.4,18.597272,6.95980225,4.8477645,5.8116475,9
I,0.925,0.6875,0.2125,5.79747275,2.721552,1.587572,2.26796,6
I,0.475,0.35,0.075,0.89300925,0.35436875,0.1417475,0.29766975,3
M,1.475,1.225,0.3375,28.576296,11.963489,6.36446275,8.0796075,11
I,1.3125,1.0375,0.3,16.896302,7.95203475,3.40194,4.80524025,9
M,1.5625,1.2,0.4,35.19590425,18.63979625,7.44174375,7.89533575,9
F,0.9875,0.7375,0.2375,6.36446275,2.211261,1.530873,2.26796,10
M,1.2875,1.0125,0.325,20.468339,9.07184,3.7137845,5.953395,10
M,1.5875,1.2125,0.45,33.43823525,13.56523575,7.86698625,10.0640725,10
F,1.175,0.9,0.3,13.53688625,5.96756975,2.99087225,4.252425,10
M,1.6625,1.2875,0.475,46.45065575,23.5584345,10.13494625,10.5176645,11
F,1.7375,1.4,0.4625,50.22113925,23.23241525,9.3836845,12.3887315,10
M,1.075,0.775,0.325,18.38465075,7.75358825,4.6209685,5.216308,9
M,1.3125,1.0375,0.3375,22.52367775,11.169703,5.3580555,5.726599,7
I,0.45,0.325,0.1125,0.77961125,0.35436875,0.283495,0.2551455,3
I,0.7375,0.5375,0.175,3.4302895,1.3324265,0.43941725,1.14815475,6
F,1.1375,0.925,0.2625,13.96212875,6.123492,3.52951275,3.8271825,9
I,1.175,0.9375,0.2625,12.5021295,4.7343665,2.45223175,4.1106775,10
M,1.15,0.9,0.3125,15.5071765,6.13766675,3.13261975,5.386405,8
M,1.55,1.225,0.425,34.31706975,14.69921575,7.24329725,9.4970825,13
F,1.05,0.825,0.3125,13.1258185,5.273007,3.118445,4.1106775,10
I,0.9375,0.725,0.35,8.50485,3.96893,1.77184375,2.33883375,8
I,1.2875,0.9375,0.35,18.44134975,7.07320025,3.9972795,6.27941425,10
F,1.3375,1,0.3375,23.28911425,11.15552825,5.556502,5.8116475,8
M,1.4875,1.125,0.35,23.756881,11.24057675,5.499803,6.1518415,10
M,1.7875,1.375,0.4375,51.7378375,26.591831,10.78698475,12.47378,11
F,1.6625,1.25,0.4375,40.69570725,18.2287285,9.7805775,10.489315,9
F,1.5625,1.225,0.3875,37.704835,18.92329125,7.3425205,9.355335,10
M,1.3,1.0375,0.4375,21.3471735,7.314171,4.8477645,7.2291225,8
F,1.375,1.0375,0.3375,21.64484325,9.015141,5.953395,5.6699,9
M,1.25,1.05,0.3125,17.57669,7.2291225,4.252425,5.8116475,11
F,1.625,1.275,0.425,44.4236665,20.53921275,9.8939755,11.0846545,10
F,1.3375,1.0125,0.3125,26.2799865,7.37087,4.03980375,9.7805775,16
F,1.6625,1.35,0.4875,50.008518,24.11124975,10.24834425,13.324265,11
F,0.925,0.7375,0.25,7.61184075,3.30271675,1.587572,2.36718325,7
F,1.7375,1.3375,0.4375,52.12055575,22.77882325,11.226402,14.2597985,10
I,1.35,1,0.3625,21.4605715,8.9300925,5.1312595,6.0951425,11
M,1.475,1.15,0.325,31.241149,12.8990225,5.82582225,9.355335,12
M,1.075,0.8625,0.2875,8.63242275,2.62232875,1.5592225,3.40194,11
M,1.1625,0.9,0.275,14.04717725,7.55514175,2.4097075,3.4302895,7
I,0.9125,0.7375,0.2375,7.087375,3.04757125,1.54504775,2.26796,9
M,1.3625,1.0625,0.3375,23.94115275,10.5743635,5.953395,6.6621325,10
M,1.725,1.3125,0.5,50.53298375,25.98231675,9.42620875,13.0691195,12
F,1.475,1.125,0.4,25.51455,10.149121,4.422522,8.9300925,19
F,1.5875,1.2625,0.3625,32.16250775,14.3164975,7.52679225,8.9300925,10
F,1.8125,1.45,0.4625,43.1762885,22.80717275,10.19164525,12.40290625,9
F,1.325,0.9875,0.2875,16.11669075,7.0590255,3.89805625,4.5642695,9
M,1.5,1.1875,0.5125,33.339012,14.89766225,8.15048125,8.731646,9
F,1.2375,1.025,0.3125,21.41804725,9.51125725,3.6570855,6.066793,9
I,0.9625,0.7125,0.2125,6.917278,3.44446425,1.26155275,1.927766,8
M,1.4875,1.1625,0.3125,22.6512505,9.19941275,5.6699,6.520385,10
F,0.975,0.75,0.25,7.5126175,3.04757125,1.70097,2.45223175,13
I,1.125,0.85,0.3,13.96212875,6.8322295,3.04757125,3.40194,6
M,1.5,1.025,0.3625,26.6201805,12.68640125,5.556502,7.597666,8
F,1.375,1.1125,0.3875,28.08017975,15.422128,5.046211,6.180191,9
M,1.0625,0.85,0.3,10.999606,4.2240755,2.4664065,3.5436875,10
I,0.5375,0.4125,0.1375,1.6726205,0.75126175,0.35436875,0.52446575,5
F,0.9875,0.7875,0.2625,9.96484925,3.35941575,2.5798045,3.38776525,16
I,0.875,0.675,0.225,5.82582225,2.1262125,1.63009625,1.757669,6
F,1.55,1.2,0.4,31.53881875,15.97494325,6.93145275,7.9662095,8
M,1.6125,1.2625,0.375,32.89959475,14.7133905,7.41339425,9.4970825,10
F,1.7,1.3,0.4625,42.354153,17.4349425,11.15552825,11.509897,11
F,1.1,0.85,0.3375,11.26892625,4.26659975,2.67902775,3.8271825,8
M,1.6,1.3125,0.5,39.02308675,12.47378,8.71747125,13.324265,16
F,1.7625,1.3375,0.45,47.7689075,19.6462035,11.90679,11.46737275,12
M,1.5,1.1875,0.4,32.998818,14.30232275,7.47009325,9.4970825,12
I,0.925,0.725,0.2,7.21494775,3.061746,1.60174675,1.984465,6
F,1.5375,1.25,0.5125,31.34037225,12.60135275,6.4353365,11.056305,16
I,1.2,0.975,0.375,17.78931125,7.824462,3.798833,5.2446575,13
I,1.125,0.825,0.2625,12.700576,5.896696,2.5231055,3.40194,9
M,1.4625,1.1875,0.3,26.7902775,11.623295,5.99591925,7.93786,14
M,1.25,0.9375,0.375,18.030282,7.18659825,4.1106775,5.386405,10
M,1.4375,1.1875,0.3625,24.2955215,10.39009175,4.9044635,7.6260155,9
F,1.475,1.15,0.4,28.67551925,12.6155275,7.41339425,7.27164675,8
M,1.675,1.3,0.4125,39.405805,20.1564945,8.12213175,8.50485,11
F,1.525,1.15,0.3875,27.1304715,12.06271225,5.59902625,7.5126175,8
M,1.35,1.05,0.475,19.43358225,8.3064035,4.6209685,10.77281,10
M,1.35,1.0375,0.325,23.37416275,7.711064,6.406987,6.80388,13
I,1.2,0.925,0.3,14.571643,5.88252125,3.7137845,4.3941725,13
M,0.9,0.675,0.25,6.1518415,2.50893075,1.40330025,2.02698925,6
M,1.2125,0.975,0.3375,17.4916415,7.087375,3.81300775,4.63514325,8
F,1.375,1.1625,0.45,34.37376875,9.19941275,5.8116475,14.8834875,27
I,0.8,0.5875,0.2,4.20990075,1.814368,0.8788345,1.2757275,6
M,1.6375,1.2125,0.4875,45.92619,17.78931125,10.149121,13.7495075,17
F,1.4875,1.1625,0.3625,31.3828965,11.396499,6.84640425,8.788345,12
M,1.475,1.125,0.4625,36.3724085,13.4093135,7.824462,12.0485375,16
F,1.4375,1.125,0.25,26.40755925,12.2186345,6.293589,6.6621325,12
F,1.5625,1.2125,0.4125,34.74231225,14.38737125,8.391452,10.20582,10
F,1.4625,1.15,0.425,26.43590875,10.3475675,7.6827145,8.221355,9
M,1.4875,1.175,0.375,25.27357925,10.1774705,5.96756975,6.9456275,12
I,0.6625,0.5,0.1625,2.76407625,1.13398,0.58116475,0.793786,7
M,1.425,1.1125,0.35,30.14969325,14.92601175,6.22271525,6.80388,8
F,1.0875,0.875,0.3125,13.0124205,5.5848515,3.24601775,4.1106775,9
M,0.875,0.6625,0.275,8.40562675,3.86970675,1.7860185,2.4097075,7
M,1.475,1.175,0.375,24.4089195,11.7083435,4.649318,7.0590255,8
M,1.4375,1.1125,0.4,23.7852305,11.35397475,5.613201,6.7755305,9
I,1.0875,0.8375,0.275,11.6516445,5.74077375,2.67902775,2.83495,7
I,1.025,0.8125,0.2625,10.2341695,4.55009475,1.88524175,2.9199985,8
I,0.75,0.575,0.1875,4.252425,1.71514475,1.190679,1.2757275,5
