squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price,category
10784,42,1,0,43,3054,10,6,1990,1,1,8039,4258,976,1,1,1084037,Luxury
42810,3,1,1,14,98063,4,4,1996,1,0,5683,8432,674,1,8,4288800.6,Luxury
19020,13,0,0,69,93527,4,1,2004,0,1,3397,1240,181,0,8,1905429.4,Basic
4499,5,1,1,77,33109,1,6,2002,0,1,6586,203,412,0,0,455382.2,Basic
79130,29,1,1,95,30053,2,5,1995,0,0,6368,2966,797,1,0,7925945.5,Basic
34689,100,1,0,85,54072,6,10,2000,1,1,5166,4262,821,1,7,3474451,Luxury
99075,38,0,1,16,15401,10,5,2017,1,1,8181,6123,413,0,7,9911312.7,Basic
76446,10,0,1,8,92052,10,4,2004,0,0,3257,3214,403,1,6,7649095.4,Basic
50185,99,1,0,30,24039,1,1,2008,0,1,5699,8503,276,0,4,5021097.8,Basic
17085,79,0,0,12,3267,10,5,1993,0,1,7709,1820,960,1,8,1709963.3,Basic
31076,16,1,0,22,5859,3,5,2018,0,0,8821,4157,954,1,10,3112788.8,Basic
81924,29,0,1,62,78566,1,6,1990,0,0,2817,7210,755,0,10,8200485,Basic
89829,23,1,1,20,41659,9,10,2011,0,1,4322,6157,732,0,8,8992972.1,Basic
52458,31,0,1,82,97955,2,10,2013,1,0,7768,766,809,0,8,5253326.3,Basic
65639,74,0,1,72,13424,10,1,2021,0,0,2607,8510,579,1,6,6573646.1,Basic
41332,40,1,1,90,36504,10,10,1994,1,1,9941,5595,938,1,8,4146474.4,Luxury
45381,65,1,0,3,98233,10,4,2006,1,0,4163,8355,711,1,7,4543365.6,Luxury
1981,39,0,0,6,40633,2,7,2008,1,0,722,4156,484,0,1,198774.8,Basic
48178,67,0,0,71,89760,10,2,2011,0,0,4452,3151,870,0,5,4824962.1,Basic
733,86,1,1,83,1839,4,5,2011,0,0,5749,3578,413,0,5,81775.1,Basic
16071,9,0,0,66,1839,7,5,2003,0,1,9680,2539,581,1,8,1609170.3,Basic
21122,99,0,0,26,46816,7,2,2016,0,0,4815,3679,779,1,6,2113297.6,Basic
90072,63,0,0,7,99403,9,10,2007,1,0,6103,7407,375,0,4,9008547.7,Basic
3137,48,1,1,26,61569,6,5,2017,0,1,3238,5632,282,0,5,320868.7,Basic
27286,48,0,0,3,90262,2,5,1996,0,0,4494,959,291,1,3,2728938.6,Basic
37611,47,0,1,100,28086,8,2,2006,0,0,2848,9536,376,1,6,3766677.6,Basic
84697,63,1,1,44,70930,6,8,2004,0,1,3454,4675,511,1,10,8474975.4,Basic
21833,43,0,0,26,80621,1,5,1997,1,1,3826,9886,692,1,0,2185327.7,Basic
74139,47,1,1,33,9247,10,2,1992,1,0,4096,9984,638,1,0,7421289.2,Luxury
41050,6,0,1,87,10831,2,1,2015,0,1,4162,1768,756,0,6,4117975.5,Basic
16389,1,0,0,94,5894,2,5,1995,0,0,9963,9515,277,1,4,1647095.5,Basic
72265,69,1,1,59,23760,8,5,2005,0,0,8481,1145,918,1,6,7236109.5,Basic
55752,48,1,0,42,32183,5,7,2019,1,1,829,5952,830,1,4,5580831.9,Luxury
42003,27,1,0,55,80617,3,2,2008,0,0,8852,3576,322,0,4,4202952.8,Basic
76453,46,0,1,13,41014,10,3,2000,0,1,8106,9057,241,1,4,7652064,Basic
95771,44,1,1,92,24498,7,10,1993,0,0,1091,5672,382,0,4,9586445.3,Basic
30042,84,0,0,65,38907,6,7,1999,0,0,1586,4054,142,0,2,3008534.9,Basic
80827,51,0,0,82,44211,1,9,1996,0,0,3040,2627,155,0,6,8083933.6,Basic
58109,86,0,1,43,23197,8,8,2007,1,1,1093,5361,375,1,2,5819714.7,Basic
20006,95,0,1,13,7216,4,5,2002,0,0,9833,7526,313,0,2,2006536.2,Basic
57530,72,0,1,2,58310,9,6,2001,1,0,3187,5589,399,0,5,5755191.1,Basic
90929,35,0,0,93,44912,5,2,2015,1,0,4684,6733,696,1,10,9098666.5,Basic
27488,91,0,1,36,82069,4,5,2008,0,1,304,5907,941,0,2,2755953.8,Basic
36904,99,1,1,68,41334,1,9,2020,1,0,4683,5461,527,0,4,3698721,Luxury
11202,87,0,0,37,9860,10,5,2019,0,1,9665,4839,929,1,1,1122248.9,Basic
43882,3,0,0,97,31824,8,2,1996,1,1,3001,3084,933,0,0,4393079.6,Basic
62869,18,0,0,12,39297,4,1,2015,1,1,7713,8452,333,0,9,6288349.5,Basic
59437,75,1,1,60,57505,2,10,2014,1,1,1716,534,455,1,9,5952617.4,Luxury
88935,8,1,0,93,36360,1,2,1990,0,1,8530,8210,913,1,0,8901934,Basic
83026,68,0,1,44,19406,2,9,2010,0,0,9272,2965,423,1,8,8305842,Basic
19900,67,1,0,54,60466,9,9,2020,0,1,5735,2325,446,0,4,1996710,Basic
41204,1,0,1,95,42674,3,7,2010,0,0,5801,4102,184,0,7,4126585,Basic
94261,94,0,0,31,79234,8,4,2008,0,1,9427,4484,164,1,0,9429690.8,Basic
81511,74,0,1,10,63642,4,9,2016,1,0,4587,457,537,1,6,8154985.6,Basic
59252,15,1,0,27,70569,10,10,1994,1,1,3994,3476,315,0,7,5931506.4,Luxury
80067,23,0,0,73,58542,1,7,2021,1,0,5432,4385,260,0,9,8013211.1,Basic
56902,32,0,0,50,79433,3,6,2010,0,0,449,4540,521,1,5,5694751,Basic
10483,46,1,1,19,65625,4,10,2001,0,0,7733,9749,352,1,9,1055996.1,Basic
41987,18,0,0,44,63402,8,2,2017,0,1,9181,6469,454,0,2,4201481.7,Basic
88100,6,0,0,70,52009,7,6,2020,0,1,3085,2155,775,1,9,8812852,Basic
70968,60,1,0,16,63631,6,5,2005,1,1,9015,4686,129,0,4,7101845.5,Luxury
67078,21,0,1,73,55794,6,8,1993,1,1,1839,6546,652,0,2,6717669.3,Basic
10637,24,1,0,23,24499,7,10,1997,1,1,9659,8439,677,0,6,1067665.7,Luxury
71171,74,1,0,43,3824,6,7,2003,0,0,3187,2449,494,0,10,7123522.3,Basic
82952,31,1,0,7,95942,9,3,2015,1,1,9960,9188,606,0,0,8299689.5,Luxury
92335,96,0,1,11,52973,1,2,1999,1,0,8282,4738,283,0,8,9237950.9,Basic
60035,46,1,0,77,9535,6,9,2008,1,1,9398,1135,314,0,8,6014540.8,Luxury
95492,65,1,1,77,94205,9,2,1997,1,1,8248,5604,376,0,10,9563379.7,Luxury
20587,32,1,0,71,98056,5,5,2004,1,1,8473,7031,638,0,8,2067398.4,Luxury
13642,8,0,0,96,24862,3,10,2009,0,1,9863,3993,822,1,9,1373966.9,Basic
38700,98,1,1,33,31106,8,3,1992,0,1,1055,3987,936,0,3,3874846.2,Basic
87991,31,0,0,79,98095,2,2,2006,0,1,3085,2501,351,0,3,8804814.6,Basic
48428,27,0,0,9,7219,4,4,2010,1,0,5459,6096,506,1,1,4844049,Basic
81171,100,1,1,10,54421,3,10,2020,1,0,9872,4823,389,1,6,8123187,Luxury
82899,89,0,0,23,74100,8,10,2009,1,0,7445,4622,948,1,3,8291850.9,Basic
47126,76,1,1,37,28810,10,4,1995,0,1,8674,1514,456,0,3,4720029.5,Basic
83064,84,1,0,95,93610,9,6,1997,0,0,4297,6612,669,1,4,8314535.7,Basic
63008,89,1,1,12,17461,7,10,1995,1,1,6145,4547,746,1,8,6309285.5,Luxury
23776,31,0,1,4,81286,5,3,2002,0,1,9338,108,547,0,10,2382847.2,Basic
8597,24,1,1,27,27434,1,7,2018,0,0,2408,1292,781,1,7,867204.8,Basic
65896,44,1,1,40,69039,7,2,1994,0,1,202,6398,792,0,2,6601450.4,Basic
47061,85,1,1,67,21553,10,7,2018,0,0,3054,2593,583,1,1,4713648.8,Basic
19341,95,1,1,21,23979,7,4,2017,0,0,7998,4370,101,0,4,1944096.7,Basic
9954,87,0,0,32,74803,9,2,2011,0,0,2265,5296,787,1,0,999219.1,Basic
86810,91,1,1,13,88670,5,7,2010,0,1,5919,9384,660,0,7,8686680,Basic
28062,60,1,1,57,16192,3,1,1995,0,1,3522,1847,243,0,6,2815267.5,Basic
29967,34,1,1,22,27710,9,2,2009,1,1,6133,9598,624,1,10,3006420.9,Luxury
72748,23,0,1,90,29839,2,5,2006,0,1,8340,3812,884,0,2,7280260.6,Basic
10132,57,1,1,87,47276,10,8,2016,1,1,9397,5224,642,0,2,1024313.6,Luxury
36932,6,1,0,93,72219,3,4,1990,0,1,5408,5439,895,1,8,3706286,Basic
24309,23,0,1,28,26404,6,1,2013,0,0,2055,8197,173,0,9,2434268.3,Basic
19319,18,0,1,56,97994,3,8,2004,1,1,5348,251,220,0,7,1940995.4,Basic
9078,63,0,0,48,21260,10,10,1994,0,0,7745,8737,137,0,3,909459.4,Basic
1407,44,0,1,19,77721,8,3,1995,1,0,3231,9485,757,0,0,147495.5,Basic
38009,2,0,0,12,979,7,4,2018,0,0,5546,7155,419,0,6,3801895.8,Basic
11688,13,1,0,72,10203,7,8,2013,0,0,8377,2742,460,0,2,1180015.3,Basic
74489,96,0,0,86,27113,1,2,2019,1,0,8704,1119,652,0,9,7450211.9,Basic
91596,30,1,1,45,81897,8,10,2013,1,1,9428,806,468,1,3,9172881.3,Luxury
35520,33,0,1,50,23139,1,6,2011,1,1,9326,5021,748,1,9,3554917.1,Basic
3929,60,0,1,69,87322,7,5,1993,1,0,7470,3744,669,1,0,398629.3,Basic
26424,32,0,0,7,41497,6,1,2020,0,1,2246,9861,876,0,6,2643550,Basic
14074,85,1,1,78,18483,10,9,2003,1,0,6987,475,143,1,3,1421626.3,Luxury
62598,39,1,1,83,207,2,3,2008,1,0,4585,7347,405,0,7,6271214.8,Luxury
51419,91,1,0,12,79245,5,4,2014,0,0,2145,3160,845,1,8,5147263.4,Basic
71012,61,0,0,77,56090,8,3,2004,1,0,4665,5220,434,0,6,7108699.4,Basic
69866,93,1,0,94,32080,8,3,2004,0,0,7437,3271,270,1,2,6995283.4,Basic
75124,27,0,0,20,32634,3,4,2009,1,0,7236,5625,325,1,6,7513990.9,Basic
73117,64,1,0,58,72914,10,10,2004,1,0,8695,3966,683,1,0,7317591.4,Luxury
6086,42,0,0,4,10079,1,3,1992,1,1,8861,4976,348,1,10,609401.2,Basic
62114,85,0,1,78,18473,7,1,1994,0,1,8066,82,972,1,5,6218248.4,Basic
85301,88,0,0,50,24540,8,10,2016,1,1,5153,3018,449,0,4,8532351.6,Basic
24046,29,0,0,41,57817,3,8,2021,0,1,78,6697,681,1,2,2408555.1,Basic
49729,47,0,1,74,99549,4,10,1999,1,0,4841,2955,391,0,7,4979777.9,Basic
96177,51,0,0,73,80137,10,4,1997,1,1,4294,8149,816,1,3,9620405.7,Basic
5279,37,1,1,72,31339,7,6,2001,1,0,9278,7212,591,1,9,536296.1,Luxury
64633,20,0,1,56,27883,3,4,2002,1,1,5082,9698,691,0,8,6472293.2,Basic
26229,35,1,1,100,36669,4,6,2003,1,1,3372,255,274,1,7,2634608.3,Luxury
92438,35,1,0,99,23151,7,5,2005,1,0,374,2440,160,1,9,9255862.5,Luxury
52332,36,0,0,33,28835,8,7,1995,0,0,2097,1463,938,1,10,5234888.5,Basic
64088,52,0,1,67,7722,9,7,2011,1,1,8966,8195,867,0,3,6417344.1,Basic
90832,54,0,0,90,56486,8,5,2011,0,0,8429,8117,185,0,8,9088841.1,Basic
4169,27,0,0,30,25409,3,2,2000,1,0,2774,9439,254,1,5,419550,Basic
18501,63,1,1,13,33825,10,4,2004,1,1,7911,7763,204,0,1,1855087.4,Luxury
21413,34,1,1,72,42530,8,6,2000,0,1,1799,2781,607,0,4,2154718,Basic
84077,3,1,0,15,16401,4,5,1997,0,1,7329,2890,323,0,4,8412538.7,Basic
71928,42,1,0,94,24936,1,5,2005,0,0,8349,9002,477,1,4,7203983.5,Basic
44321,86,0,0,20,9155,1,1,2019,1,1,4890,1946,430,1,7,4434371.9,Basic
60249,80,1,1,48,90909,7,1,1994,1,0,8112,9032,175,0,1,6034593.4,Luxury
70409,29,0,0,52,89582,9,8,2012,1,0,3809,9017,702,0,2,7042999.2,Basic
86393,19,0,1,14,79437,3,6,2010,1,1,5153,2888,745,1,6,8643976,Basic
96815,44,1,1,59,27363,5,3,1994,0,0,8231,9548,769,1,8,9693106.4,Basic
47136,5,0,1,39,14286,5,9,1993,1,1,2531,4393,645,0,6,4716725.3,Basic
30893,34,1,1,14,67984,10,7,1991,0,1,3587,3946,264,0,2,3098287.1,Basic
91537,18,1,0,61,93344,10,7,1993,1,0,8348,3850,544,1,0,9157850.3,Luxury
93064,39,1,0,54,51077,7,1,1994,0,0,9751,2573,705,1,4,9312597.4,Basic
47790,74,0,1,29,21813,6,4,1997,1,0,9988,3317,592,0,9,4786351.7,Basic
90127,19,0,0,87,33476,10,4,1995,0,1,4170,2490,146,1,9,9022299.5,Basic
8751,36,0,0,2,27787,1,4,2009,1,1,7193,9095,617,1,9,875876.9,Basic
90822,23,1,1,62,37659,5,4,1997,1,1,7713,7791,405,0,5,9091107.7,Luxury
92194,45,1,1,18,66815,4,5,1999,1,0,9766,2669,263,0,2,9228451.9,Luxury
97289,35,0,0,25,89779,10,6,2004,1,1,1575,7032,421,1,2,9732350.4,Basic
73583,55,1,0,33,91559,9,9,2020,0,0,6540,6218,628,0,6,7362718,Basic
25495,57,0,1,7,58020,4,5,2011,1,1,2128,5982,547,1,6,2553094.1,Basic
63283,52,0,1,85,60803,10,9,2000,0,0,8457,3944,656,1,5,6339337,Basic
69048,35,1,0,58,31162,7,8,2001,0,0,6900,1130,729,1,2,6911450.1,Basic
98468,26,0,0,20,86880,7,3,2001,1,1,5451,7769,453,0,9,9849610.1,Basic
54740,77,1,0,17,97685,7,8,1998,0,1,1497,5874,796,0,1,5477153.8,Basic
36378,15,1,1,24,46793,3,9,1990,1,0,3924,5708,613,1,0,3646213,Luxury
29576,73,0,1,17,96784,10,8,2021,0,1,1047,6768,740,1,10,2963025.1,Basic
84697,11,1,0,47,17958,1,6,2015,0,1,6045,9909,116,0,4,8474421.5,Basic
94759,28,1,1,36,34321,5,6,2016,1,0,3386,8249,925,1,9,9483975.6,Luxury
2346,97,1,1,68,84817,4,3,2010,0,0,5977,1702,970,1,7,244992,Basic
45553,28,0,0,22,48640,1,8,2009,1,1,6510,5721,402,0,6,4557358.9,Basic
52141,63,1,1,97,54855,6,2,1992,0,1,428,6697,725,1,1,5228398.2,Basic
83600,8,0,0,65,50157,1,5,2021,0,1,3026,1456,627,1,6,8364352.1,Basic
5485,11,1,0,13,82909,9,1,1992,0,1,5960,5531,637,0,5,552405.2,Basic
23220,99,1,1,79,81129,7,9,2013,0,1,3166,8253,695,0,4,2334717.3,Basic
5914,25,0,0,46,29433,1,4,2021,0,0,237,7760,487,1,6,593538.1,Basic
23107,81,1,0,54,75314,5,7,1995,1,0,8101,2580,916,1,0,2316366.5,Luxury
16329,29,0,1,58,95032,4,2,2001,0,1,6579,6772,183,1,2,1638683.1,Basic
82940,29,0,0,12,86015,4,6,1998,0,1,8542,4952,837,0,2,8294731.8,Basic
92230,84,1,1,95,62672,7,9,2018,0,0,6502,5899,438,0,0,9237486.8,Basic
24743,50,1,1,88,98241,5,1,1996,1,0,8360,6076,664,1,0,2481744.6,Luxury
25699,47,0,1,26,90423,5,6,1994,1,1,6671,7049,458,0,2,2576151.4,Basic
42192,26,1,0,32,57058,8,4,2021,1,1,8858,6225,476,0,5,4222302.1,Luxury
36593,3,0,1,61,26275,8,3,2004,0,0,7221,8873,506,1,9,3666305.4,Basic
52416,66,1,0,50,54177,10,5,1990,0,0,1221,3922,532,0,3,5249182,Basic
23228,50,0,1,97,46271,1,3,2020,1,1,4233,2347,292,0,9,2331465,Basic
4777,100,1,1,67,48321,9,10,1991,1,0,3906,4349,857,0,5,487950.1,Luxury
23962,87,1,1,68,53837,8,5,1995,1,1,225,5652,128,1,3,2403326.5,Luxury
21018,51,0,1,75,85049,8,5,1998,0,1,792,5685,225,1,2,2110725.8,Basic
16824,26,0,0,84,37607,1,3,1990,1,1,8583,3962,481,0,10,1687837,Basic
6036,86,1,0,46,73311,4,2,2015,0,0,5060,1128,780,0,5,610661.5,Basic
60937,34,1,0,18,34756,5,4,1992,0,0,3660,5411,349,1,4,6099170.2,Basic
84651,74,0,1,26,27443,10,10,2007,1,1,7940,6646,816,1,9,8469947.7,Basic
94474,84,0,0,98,73616,1,5,1991,0,0,5345,5816,263,1,5,9455097.1,Basic
51243,74,1,1,35,57298,5,2,2017,0,0,8486,7441,329,0,0,5134128.7,Basic
35586,81,0,1,80,15086,9,9,2019,0,1,185,6296,998,1,7,3570719.9,Basic
89519,5,0,1,13,87969,9,4,2014,0,0,6455,1869,253,0,6,8957404.4,Basic
75340,98,1,1,27,30600,3,5,2018,0,0,4266,6327,387,1,7,7545012.8,Basic
68762,88,0,1,81,81480,3,9,1991,1,0,6350,5172,577,1,4,6887470.1,Basic
50539,81,1,1,89,50841,8,6,1996,1,1,1086,6191,309,1,1,5063590.6,Luxury
38148,67,1,0,85,75326,3,10,2000,1,0,5131,5318,903,1,0,3824209,Luxury
43613,23,0,0,27,76264,10,4,1993,1,1,2902,4897,360,1,2,4364937.3,Basic
86257,56,1,1,49,36365,6,1,2020,1,0,4749,5422,389,0,2,8638974,Luxury
4194,4,0,1,30,43027,6,1,1999,1,1,8359,4050,819,0,4,423479.9,Basic
70519,25,1,1,79,15574,8,4,1994,0,1,5346,6149,423,1,8,7063851.4,Basic
55616,83,0,1,62,56356,7,9,1997,0,1,8613,8051,213,1,3,5571452.7,Basic
57041,24,1,0,94,21340,3,6,2000,0,1,4878,9438,235,0,10,5710382,Basic
39007,52,1,1,44,5308,3,2,1999,1,0,2898,1245,783,1,8,3912800.9,Luxury
20869,86,1,0,84,74768,6,10,2011,1,0,7836,6015,440,0,6,2092339.1,Luxury
27036,14,1,1,75,77326,3,7,2020,1,1,1502,3475,543,1,3,2708288,Luxury
90536,74,0,0,68,89988,7,6,2002,0,1,1714,8261,195,1,9,9059110.2,Basic
97882,63,1,0,47,63089,7,7,2019,0,0,7161,2405,444,0,4,9792988.9,Basic
35287,53,1,1,33,74678,5,3,2013,0,0,5473,4040,607,0,4,3535222.3,Basic
91311,23,1,0,24,5657,8,8,1991,0,0,5515,4005,985,1,8,9137559.1,Basic
60596,82,1,0,39,71604,10,8,2002,0,1,2301,7443,962,1,10,6063866.2,Basic
73365,80,0,1,2,27930,5,5,2021,0,0,788,6935,274,0,7,7340329.1,Basic
55281,18,0,0,26,44155,4,5,2004,0,1,9330,1985,317,1,9,5531300.4,Basic
42265,34,0,1,89,80134,9,3,2009,0,1,1625,681,896,1,2,4234147.9,Basic
39595,81,1,1,96,19398,5,6,1993,0,0,9804,2336,762,1,8,3974677.3,Basic
83790,59,0,0,75,43163,10,10,2020,0,0,1272,7127,458,0,1,8383752,Basic
62977,47,1,1,15,97092,10,10,2009,0,0,8787,5248,894,1,3,6305166.9,Basic
49810,60,1,1,39,54867,2,1,2020,0,1,9431,5785,156,1,1,4988534,Basic
44782,83,1,1,77,84704,7,9,2003,0,0,8539,9957,544,0,5,4488135.3,Basic
79066,91,0,0,18,10621,7,10,2019,0,1,14,4112,925,0,10,7908197.9,Basic
45091,71,1,1,78,55216,10,3,2010,0,1,285,2887,908,0,1,4523785,Basic
16063,60,0,0,97,60433,8,8,2016,1,0,7658,532,716,1,5,1612339.6,Basic
28920,1,1,0,72,88751,6,6,2007,1,0,6155,468,851,1,8,2901901.7,Luxury
29431,53,0,0,43,36821,9,4,1993,1,0,5705,2458,471,1,7,2945626.3,Basic
80671,65,0,0,6,37066,7,10,2021,1,1,2660,1222,393,0,5,8068598.1,Basic
98648,30,1,1,62,99801,9,4,2007,1,1,7991,5417,934,1,3,9875795.7,Luxury
23336,38,0,1,23,6989,4,6,2018,1,1,115,5183,556,1,6,2336967.8,Basic
65779,99,0,1,80,52650,9,9,2006,1,1,8673,2478,210,1,5,6583911.6,Basic
26508,7,1,1,82,79069,1,1,1991,1,1,9973,6110,852,0,7,2663765.1,Luxury
82117,58,0,1,33,70276,7,8,1994,1,1,5285,8336,814,1,7,8217020.4,Basic
27949,59,1,0,77,87458,8,3,2011,0,0,9984,1450,244,1,5,2803182.1,Basic
58847,40,0,0,51,83007,4,10,2015,1,1,7150,1562,916,0,0,5886368.5,Basic
84311,4,0,1,58,74057,6,4,2011,1,1,9905,3812,399,1,4,8442220.1,Basic
9749,85,1,0,65,54807,6,5,2018,0,0,9426,8113,555,0,9,980609.8,Basic
1932,51,1,1,36,52283,1,1,2000,1,0,4334,8090,195,1,8,201541,Luxury
83358,55,1,0,68,72913,10,2,2015,1,0,723,3480,584,1,0,8341911.5,Luxury
72006,4,0,0,83,65315,5,7,2000,0,1,6242,8332,435,0,4,7209550,Basic
80394,55,0,0,59,31003,9,2,1992,1,1,7370,3420,701,1,5,8045936.2,Basic
39132,30,1,1,68,90395,8,9,2020,0,0,9962,5955,953,0,6,3924407,Basic
89169,88,1,1,90,14403,10,6,2011,1,0,1532,69,513,0,10,8927281.1,Luxury
86467,68,0,1,22,9328,3,6,2014,0,0,1035,8000,561,1,8,8650673.4,Basic
54648,70,0,1,98,17849,7,10,1993,0,1,8803,9549,685,0,9,5478307.3,Basic
5856,98,1,1,95,39298,8,9,2012,0,1,8073,6431,310,1,3,598716.2,Basic
28722,7,1,0,54,23861,9,5,1991,0,1,6224,5314,973,1,1,2881430.1,Basic
54563,76,1,0,56,16918,5,4,1994,0,1,5281,4318,123,1,0,5461061.4,Basic
17847,97,0,1,71,51955,8,7,2006,0,1,9901,2698,178,0,3,1791186.6,Basic
69806,14,0,0,66,18070,3,7,2020,0,0,4158,2960,898,1,2,6986562,Basic
70178,27,0,1,41,17376,8,2,2020,0,0,3800,9767,498,1,2,7025331,Basic
68311,63,0,0,67,33484,3,1,1992,0,1,6167,3575,863,1,0,6836540.2,Basic
4258,51,1,0,30,90758,8,5,2003,0,1,7067,6792,685,1,10,430099.3,Basic
67140,4,0,1,51,51831,10,9,2010,1,0,1985,7899,341,1,3,6722509,Basic
14608,33,0,1,88,73583,10,10,2021,0,1,5507,4311,780,0,3,1468435.1,Basic
61185,39,0,0,48,81696,9,1,1998,1,1,2353,9147,355,0,9,6121085.8,Basic
1888,68,1,1,79,40408,2,2,2018,0,1,3550,6866,408,0,4,199583.8,Basic
92130,28,1,0,88,61968,5,10,1994,1,1,592,1210,197,0,2,9223934.4,Luxury
24516,100,0,1,67,80608,6,1,2005,0,0,6478,9195,722,1,6,2458884.5,Basic
55727,89,1,0,33,23092,7,4,1995,0,0,7276,5389,175,1,3,5575798.5,Basic
55558,95,1,0,100,99606,1,1,2021,1,1,5416,8410,792,0,0,5559731.1,Luxury
98924,52,0,1,93,11880,1,4,1991,1,0,3572,559,866,0,9,9901248.1,Basic
61279,54,1,1,1,97919,4,9,2003,0,1,1830,7949,742,0,9,6134906.3,Basic
19463,41,0,1,98,63615,6,4,2006,0,1,5385,4766,558,1,3,1957103.6,Basic
4449,49,1,0,40,17214,10,4,2006,1,1,4483,2631,419,1,8,451954.6,Luxury
84634,7,1,0,89,83827,1,3,2012,1,0,5190,4148,262,0,7,8473995.2,Luxury
75868,84,1,0,57,39271,2,6,1997,0,1,8926,2374,752,1,7,7591848.7,Basic
81639,62,0,0,15,62214,3,4,2009,0,1,2068,176,438,0,6,8165695.9,Basic
49116,98,1,1,41,70412,6,9,2013,1,0,5646,4458,953,0,3,4923159.3,Luxury
29711,75,1,1,59,33784,3,4,2019,0,0,4225,9353,201,1,6,2981766.9,Basic
77339,85,1,0,33,73371,1,6,1996,0,1,1266,8952,139,0,6,7736919.6,Basic
93471,43,0,1,30,34433,8,6,2016,1,0,8718,2771,577,1,5,9355268.6,Basic
42078,22,1,0,91,93568,7,8,1998,0,1,9661,9245,789,0,5,4218276.8,Basic
83730,38,0,0,7,51141,9,4,1995,1,0,4229,2030,801,0,9,8373982.5,Basic
93650,7,1,1,83,35653,4,3,2005,0,0,9158,372,780,1,7,9375981.5,Basic
45125,77,1,1,51,97963,4,2,2019,1,1,8160,6635,154,0,2,4522380.9,Luxury
36987,79,1,0,30,70948,7,8,2003,1,1,6044,2088,449,1,10,3703916.3,Luxury
64425,30,0,0,17,75269,8,6,2015,0,0,3992,9150,223,0,8,6443543.5,Basic
13601,76,0,1,64,8319,6,10,2007,1,0,9049,8693,978,1,8,1371932.7,Basic
71595,100,0,1,4,7270,8,9,2017,1,1,2507,6043,653,1,6,7164867.7,Basic
19440,38,1,0,51,59267,3,10,2020,1,0,1798,861,588,1,6,1951851,Luxury
43251,88,0,0,43,60814,3,10,2001,0,0,2001,4900,791,0,3,4326826.1,Basic
90447,76,0,0,53,6421,9,8,1999,1,0,880,3130,202,1,2,9048782.9,Basic
70636,85,1,0,95,36186,5,8,2011,1,0,3682,9214,480,1,2,7073600.1,Luxury
51999,10,0,0,85,86210,1,9,2017,1,1,1815,8565,539,1,2,5207606.7,Basic
29498,18,0,1,80,85019,9,7,2008,0,0,7004,2823,786,0,2,2961653.8,Basic
59392,21,0,0,89,4962,10,10,1994,1,1,2673,756,452,1,2,5944482.4,Basic
26656,89,1,1,81,6743,10,10,2011,0,0,4095,8054,944,0,8,2681384.1,Basic
84221,47,0,1,47,16858,9,8,2004,0,1,282,3615,956,0,4,8426342.4,Basic
83175,86,1,1,91,37415,2,5,2015,1,0,5857,7551,167,1,7,8330590.5,Luxury
72843,47,0,0,96,5857,1,9,1999,1,0,3354,9759,904,1,7,7288205.9,Basic
827,24,1,1,21,9011,3,6,2000,0,0,245,5879,470,0,9,89927,Basic
36690,68,1,0,27,18808,9,4,2014,1,0,8571,187,598,0,0,3674806.4,Luxury
66847,50,0,1,33,63757,10,7,2011,1,1,7430,5936,246,0,1,6688898.1,Basic
22381,66,0,1,86,10972,1,2,1990,0,1,7584,785,666,1,2,2245020,Basic
93244,20,0,0,63,58065,9,5,2001,1,1,2101,8122,253,0,3,9328474.1,Basic
70728,92,1,0,87,67799,2,9,2020,0,1,8610,5822,139,0,2,7079449,Basic
8300,93,0,1,72,25524,6,1,2005,1,0,2740,5630,453,1,10,837253.5,Basic
16859,93,0,0,70,74704,10,6,2016,0,0,4911,1562,333,1,3,1690521.6,Basic
71373,84,1,0,12,89969,5,3,2021,1,1,8384,5114,965,1,1,7141743.1,Luxury
52871,6,0,0,14,84000,1,8,2008,0,1,8163,3294,316,0,2,5287746.8,Basic
4263,57,0,0,39,49609,9,9,1990,0,0,137,6883,786,1,9,430459,Basic
83742,74,1,1,25,87689,3,5,2000,0,0,773,6149,909,1,5,8380708,Basic
17505,36,1,1,37,16727,8,4,1993,0,0,8333,2048,573,0,0,1762789.3,Basic
14050,3,0,1,66,73565,7,1,2008,1,1,4215,2060,269,1,7,1413507.8,Basic
77370,86,0,1,23,41951,9,4,2011,1,0,6416,9644,631,0,10,7743358.1,Basic
6791,25,0,0,33,15992,3,7,1998,0,0,8687,867,211,0,9,680406.8,Basic
77027,44,0,0,25,22176,4,10,1996,1,1,6206,313,690,1,8,7705249.6,Basic
98843,64,0,0,73,64231,9,6,2006,0,1,2936,1346,772,1,1,9888362.6,Basic
94172,50,1,1,35,13446,2,5,1997,0,1,6666,1609,822,1,8,9424252.7,Basic
66518,20,0,1,96,40605,2,10,2005,0,1,3116,3804,115,1,10,6658518.5,Basic
27442,39,0,1,28,25795,7,8,1998,1,1,2272,2587,146,0,10,2748800.8,Basic
49592,24,1,0,34,82205,3,9,2016,1,0,3635,5514,356,1,10,4963740.6,Luxury
89887,57,0,0,91,87207,7,10,2021,0,1,7003,6628,140,1,7,8994730.1,Basic
12865,65,0,1,69,7671,6,10,2020,1,0,5996,7540,108,1,5,1294048,Basic
